订单编号,订单日期,供应商,产品类别,产品名称,数量,单价,总金额,区域,采购员,订单状态
PO-2025-00496,2025-12-05,成都电气元件,电子元器件,电容器,37,86.67,3206.79,华北,李华,已完成
PO-2025-00497,2025-05-30,重庆办公用品,办公用品,笔记本,255,40.42,10307.1,华东,刘强,已完成
PO-2025-00498,2025-12-05,深圳精密机械制造,机械零件,联轴器,442,30.28,13383.76,东北,赵磊,已完成
PO-2025-00499,2025-07-09,北京信达办公,办公用品,A4纸,338,99.99,33796.62,华南,杨洋,待审批
PO-2025-00500,2025-05-18,上海自动化设备,电子元器件,传感器,32,53.53,1712.96,华北,陈静,已完成
PO-2025-00501,2025-06-26,南京化工材料,原材料,钢材,87,169.89,14780.43,西北,李华,已完成
PO-2025-00502,2025-09-25,杭州精密五金,机械零件,联轴器,397,129.6,51451.2,西南,张明,处理中
PO-2025-00503,2025-02-10,武汉工具设备,工具耗材,测量尺,361,174.04,62828.44,华北,刘强,已完成
PO-2025-00504,2025-08-18,武汉工具设备,工具耗材,切割片,27,102.91,2778.57,西南,王芳,已完成
PO-2025-00505,2025-12-16,上海自动化设备,电子元器件,电容器,118,154.52,18233.36,华南,张明,已完成
PO-2025-00506,2025-02-04,武汉工具设备,工具耗材,螺丝刀,431,127.31,54870.61,,陈静,已完成
PO-2025-00507,2025-01-07,深圳精密机械制造,机械零件,联轴器,294,90.73,26674.62,华中,陈静,已完成
PO-2025-00508,2025-03-17,西安包装材料,包装材料,封箱胶带,310,94.07,29161.7,华北,李华,已完成
PO-2025-00509,2025-02-21,南京化工材料,原材料,橡胶,308,171.23,52738.84,华东,李华,已完成
PO-2025-00510,2025-09-06,北京信达办公,办公用品,笔记本,460,64.85,29831.0,华北,陈静,已完成
PO-2025-00511,2025-11-08,南京化工材料,原材料,橡胶,252,13.78,3472.56,华中,赵磊,已完成
PO-2025-00512,2025-09-01,重庆办公用品,办公用品,订书机,215,11.56,2485.4,华中,刘强,已完成
PO-2025-00513,2025-09-09,北京信达办公,办公用品,墨盒,20,63.8,1276.0,东北,陈静,已完成
PO-2025-00514,2025-08-15,西安包装材料,包装材料,珍珠棉,60,171.28,10276.8,华南,王芳,已完成
PO-2025-00515,2025-04-19,广州包装制品,包装材料,缠绕膜,383,73.33,28085.39,西北,李华,已完成
PO-2025-00516,2025-09-21,武汉工具设备,工具耗材,切割片,258,153.1,39499.8,东北,杨洋,处理中
PO-2025-00517,2025-09-26,上海自动化设备,电子元器件,电阻器,169,136.2,23017.8,华北,王芳,处理中
PO-2025-00518,2025-05-08,南京化工材料,原材料,钢材,98,47.7,4674.6,东北,刘强,处理中
PO-2025-00519,2025-08-26,长沙恒达电子科技,电子元器件,传感器,35,184.02,6440.7,西北,刘强,已完成
PO-2025-00520,2025-09-08,杭州精密五金,机械零件,联轴器,335,199.8,66933.0,西北,张明,已完成
PO-2025-00521,2025-05-13,南京化工材料,原材料,塑料颗粒,100,215.38,21538.0,华北,杨洋,已完成
PO-2025-00522,2025-10-20,西安包装材料,包装材料,珍珠棉,56,53.32,2985.92,华北,张明,已完成
PO-2025-00523,2025-09-20,苏州新材料科技,原材料,铝材,341,51.34,17506.94,华南,陈静,已完成
PO-2025-00524,2025-01-05,长沙恒达电子科技,电子元器件,连接器,14,97.45,1364.3,华南,王芳,已完成
PO-2025-00525,2025-07-12,苏州新材料科技,原材料,铜线,321,170.09,54598.89,华中,陈静,已完成
PO-2025-00526,2025-01-04,广州包装制品,包装材料,标签纸,139,40.42,5618.38,华中,赵磊,已完成
PO-2025-00527,2025-02-25,杭州精密五金,机械零件,弹簧,441,182.17,80336.97,西南,陈静,已完成
PO-2025-00528,2025-05-14,成都电气元件,电子元器件,电阻器,182,227.39,41384.98,西北,杨洋,待审批
PO-2025-00529,2025-05-04,重庆办公用品,办公用品,订书机,497,164.69,81850.93,华中,刘强,已完成
PO-2025-00530,2025-12-02,长沙恒达电子科技,电子元器件,继电器,216,133.8,28900.8,西北,王芳,处理中
PO-2025-00531,2025-10-26,成都电气元件,电子元器件,集成电路,142,209.12,29695.04,华北,赵磊,处理中
PO-2025-00532,2025-11-23,西安包装材料,包装材料,封箱胶带,427,36.99,15794.73,西北,刘强,已完成
PO-2025-00533,2025-10-13,成都电气元件,电子元器件,连接器,193,119.52,23067.36,东北,王芳,处理中
PO-2025-00534,2025-10-14,上海自动化设备,电子元器件,集成电路,59,91.96,5425.64,西北,陈静,处理中
PO-2025-00535,2025-06-07,上海自动化设备,电子元器件,连接器,470,66.93,31457.1,华东,刘强,已完成
PO-2025-00536,2025-08-29,武汉工具设备,工具耗材,电钻头,200,55.81,11162.0,华中,周婷,待审批
PO-2025-00537,2025-04-10,长沙恒达电子科技,电子元器件,连接器,308,118.16,36393.28,西南,李华,已完成
PO-2025-00538,2025-03-19,杭州精密五金,机械零件,轴承,454,148.75,67532.5,西南,陈静,已完成
PO-2025-00539,2025-04-03,上海自动化设备,电子元器件,电容器,185,80.55,14901.75,西南,周婷,已完成
PO-2025-00540,2025-01-03,深圳精密机械制造,机械零件,联轴器,180,140.86,25354.8,华南,杨洋,已完成
PO-2025-00541,2025-02-15,成都电气元件,电子元器件,集成电路,117,176.45,20644.65,华南,王芳,已完成
PO-2025-00542,2025-07-16,上海自动化设备,电子元器件,继电器,232,122.1,28327.2,华北,赵磊,已取消
PO-2025-00543,2025-09-29,长沙恒达电子科技,电子元器件,电阻器,283,43.89,12420.87,华中,张明,待审批
PO-2025-00544,2025-06-26,苏州新材料科技,原材料,钢材,356,6.09,2168.04,西北,刘强,已完成
PO-2025-00545,2025-01-24,北京信达办公,办公用品,文件夹,62,71.81,4452.22,西南,陈静,已完成
PO-2025-00546,2025-12-18,北京信达办公,办公用品,墨盒,243,132.23,32131.89,西南,杨洋,已完成
PO-2025-00547,2025-07-26,上海自动化设备,电子元器件,集成电路,471,95.56,45008.76,东北,刘强,已完成
PO-2025-00548,2025-10-29,长沙恒达电子科技,电子元器件,电容器,124,146.8,18203.2,华南,刘强,处理中
PO-2025-00549,2025-11-24,杭州精密五金,机械零件,齿轮,73,82.6,6029.8,西北,张明,已完成
PO-2025-00550,2025-01-11,北京信达办公,办公用品,笔记本,329,13.03,4286.87,华东,李华,已完成
PO-2025-00551,2025-08-31,长沙恒达电子科技,电子元器件,连接器,69,86.27,5952.63,华北,李华,已完成
PO-2025-00552,2025-12-05,西安包装材料,包装材料,泡沫,115,123.69,14224.35,西北,张明,已完成
PO-2025-00553,2025-02-23,深圳精密机械制造,机械零件,弹簧,276,63.41,17501.16,西南,王芳,已完成
PO-2025-00554,2025-11-08,杭州精密五金,机械零件,弹簧,326,30.19,9841.94,华东,李华,已完成
PO-2025-00555,2025-06-01,苏州新材料科技,原材料,铜线,435,112.36,48876.6,华南,杨洋,处理中
PO-2025-00556,2025-01-02,上海自动化设备,电子元器件,电阻器,290,96.7,28043.0,华南,周婷,已完成
PO-2025-00557,2025-02-16,长沙恒达电子科技,电子元器件,连接器,55,181.84,10001.2,东北,周婷,已完成
PO-2025-00558,2025-06-01,杭州精密五金,机械零件,轴承,380,157.79,59960.2,华中,刘强,已完成
PO-2025-00559,2025-07-04,北京信达办公,办公用品,笔,35,22.02,770.7,华南,张明,待审批
PO-2025-00560,2025-03-12,重庆办公用品,办公用品,墨盒,228,137.09,31256.52,华东,张明,已完成
PO-2025-00561,2025-02-17,重庆办公用品,办公用品,订书机,97,63.56,6165.32,华北,陈静,待审批
PO-2025-00562,2025-07-17,广州包装制品,包装材料,缠绕膜,103,23.12,2381.36,华北,周婷,已完成
PO-2025-00563,2025-12-23,西安包装材料,包装材料,标签纸,419,76.77,32166.63,东北,王芳,已完成
PO-2025-00564,2025-09-05,西安包装材料,包装材料,纸箱,492,149.29,73450.68,华东,赵磊,待审批
PO-2025-00565,2025-12-17,南京化工材料,原材料,硅胶,234,45.19,10574.46,华北,杨洋,已完成
PO-2025-00566,2025-02-02,西安包装材料,包装材料,泡沫,257,162.34,41721.38,华东,赵磊,已完成
PO-2025-00567,2025-12-09,北京信达办公,办公用品,订书机,170,6.67,1133.9,东北,刘强,已取消
PO-2025-00568,2025-05-08,广州包装制品,包装材料,封箱胶带,277,118.33,32777.41,西南,李华,已完成
PO-2025-00569,2025-10-13,成都电气元件,电子元器件,集成电路,349,157.41,54936.09,华北,王芳,处理中
PO-2025-00570,2025-03-26,南京化工材料,原材料,钢材,15,146.12,2191.8,华南,周婷,待审批
PO-2025-00571,2025-10-09,深圳精密机械制造,机械零件,联轴器,174,57.17,9947.58,华中,张明,已完成
PO-2025-00572,2025-10-21,重庆办公用品,办公用品,笔,216,151.19,32657.04,华东,周婷,已完成
PO-2025-00573,2025-12-01,成都电气元件,电子元器件,电阻器,448,117.53,52653.44,华中,李华,已取消
PO-2025-00574,2025-11-06,长沙恒达电子科技,电子元器件,电阻器,216,85.41,18448.56,西南,张明,处理中
PO-2025-00575,2025-08-22,南京化工材料,原材料,硅胶,165,200.0,33000.0,西南,刘强,已完成
PO-2025-00576,2025-11-14,广州包装制品,包装材料,缠绕膜,432,13.25,5724.0,华南,周婷,已完成
PO-2025-00577,2025-12-04,南京化工材料,原材料,塑料颗粒,376,149.13,56072.88,西北,周婷,已完成
PO-2025-00578,2025-07-11,苏州新材料科技,原材料,钢材,184,77.96,14344.64,西北,陈静,已完成
PO-2025-00579,2025-07-29,西安包装材料,包装材料,纸箱,33,158.3,5223.9,华北,王芳,处理中
PO-2025-00580,2025-04-08,深圳精密机械制造,机械零件,螺栓,322,47.53,15304.66,华东,赵磊,已完成
PO-2025-00581,2025-08-19,西安包装材料,包装材料,缠绕膜,65,134.33,8731.45,华东,李华,处理中
PO-2025-00582,2025-01-25,成都电气元件,电子元器件,连接器,311,220.18,68475.98,华南,周婷,已完成
PO-2025-00583,2025-03-30,杭州精密五金,机械零件,联轴器,439,128.63,56468.57,西南,王芳,已完成
PO-2025-00584,2025-07-16,西安包装材料,包装材料,泡沫,63,70.88,4465.44,西南,杨洋,已完成
PO-2025-00585,2025-06-25,武汉工具设备,工具耗材,测量尺,478,140.04,66939.12,华南,陈静,已完成
PO-2025-00586,2025-10-08,北京信达办公,办公用品,笔,422,27.91,11778.02,华北,陈静,处理中
PO-2025-00587,2025-11-16,广州包装制品,包装材料,珍珠棉,387,159.31,61652.97,西北,刘强,已完成
PO-2025-00588,2025-11-29,西安包装材料,包装材料,缠绕膜,361,63.65,22977.65,西北,王芳,已取消
PO-2025-00589,2025-10-15,上海自动化设备,电子元器件,继电器,287,133.37,38277.19,华中,李华,处理中
PO-2025-00590,2025-10-01,成都电气元件,电子元器件,继电器,302,217.14,65576.28,西北,赵磊,已完成
PO-2025-00591,2025-01-28,北京信达办公,办公用品,笔,423,6.74,2851.02,华东,张明,已完成
PO-2025-00592,2025-12-16,重庆办公用品,办公用品,A4纸,112,52.5,5880.0,东北,王芳,已取消
PO-2025-00593,2025-10-05,北京信达办公,办公用品,文件夹,439,15.39,6756.21,东北,陈静,已完成
PO-2025-00594,2025-10-15,长沙恒达电子科技,电子元器件,集成电路,426,93.26,39728.76,西南,刘强,处理中
PO-2025-00595,2025-01-25,武汉工具设备,工具耗材,螺丝刀,271,157.94,42801.74,东北,陈静,已完成
PO-2025-00596,2025-01-28,武汉工具设备,工具耗材,焊锡丝,223,191.56,42717.88,西北,杨洋,已取消
PO-2025-00597,2025-11-21,长沙恒达电子科技,电子元器件,连接器,138,44.6,6154.8,东北,周婷,处理中
PO-2025-00598,2025-04-10,西安包装材料,包装材料,珍珠棉,341,67.5,23017.5,西南,刘强,处理中
PO-2025-00599,2025-09-21,北京信达办公,办公用品,笔,100,177.1,17710.0,华东,王芳,已取消
PO-2025-00600,2025-10-27,深圳精密机械制造,机械零件,联轴器,30,97.41,2922.3,西南,陈静,已完成
PO-2025-00601,2025-06-15,北京信达办公,办公用品,A4纸,179,86.34,15454.86,华南,张明,已完成
PO-2025-00602,2025-10-21,南京化工材料,原材料,钢材,406,209.23,84947.38,西南,陈静,已完成
PO-2025-00603,2025-09-24,杭州精密五金,机械零件,螺栓,47,170.52,8014.44,华中,刘强,已取消
PO-2025-00604,2025-04-24,深圳精密机械制造,机械零件,导轨,91,94.72,8619.52,西南,赵磊,已完成
PO-2025-00605,2025-11-13,苏州新材料科技,原材料,硅胶,179,73.04,13074.16,华中,刘强,已取消
PO-2025-00606,2025-06-27,杭州精密五金,机械零件,联轴器,297,178.87,53124.39,西北,张明,已完成
PO-2025-00607,2025-12-16,成都电气元件,电子元器件,电容器,473,149.78,70845.94,西南,刘强,已取消
PO-2025-00608,2025-05-25,广州包装制品,包装材料,标签纸,478,136.22,65113.16,华东,赵磊,已完成
PO-2025-00609,2025-06-01,长沙恒达电子科技,电子元器件,继电器,430,155.25,66757.5,西南,周婷,已完成
PO-2025-00610,2025-10-03,重庆办公用品,办公用品,文件夹,174,96.79,16841.46,华东,王芳,已取消
PO-2025-00611,2025-08-06,杭州精密五金,机械零件,轴承,330,19.19,6332.7,西北,刘强,待审批
PO-2025-00612,2025-02-06,深圳精密机械制造,机械零件,齿轮,285,183.27,52231.95,西北,赵磊,已完成
PO-2025-00613,2025-02-07,西安包装材料,包装材料,珍珠棉,88,8.48,746.24,西北,杨洋,已完成
PO-2025-00614,2025-07-28,长沙恒达电子科技,电子元器件,电容器,416,54.12,22513.92,华东,刘强,待审批
PO-2025-00615,2025-03-02,武汉工具设备,工具耗材,焊锡丝,332,83.87,27844.84,华中,张明,已完成
PO-2025-00616,2025-02-07,杭州精密五金,机械零件,轴承,338,157.09,53096.42,华东,张明,处理中
PO-2025-00617,2025-05-25,广州包装制品,包装材料,封箱胶带,64,52.29,3346.56,西北,陈静,已完成
PO-2025-00618,2025-04-23,成都电气元件,电子元器件,传感器,212,190.11,40303.32,华东,周婷,已完成
PO-2025-00619,2025-03-15,上海自动化设备,电子元器件,连接器,210,152.35,31993.5,东北,陈静,已取消
PO-2025-00620,2025-01-06,北京信达办公,办公用品,订书机,464,164.94,76532.16,东北,杨洋,已取消
PO-2025-00621,2025-02-13,杭州精密五金,机械零件,导轨,82,31.35,2570.7,华东,赵磊,已完成
PO-2025-00622,2025-11-27,北京信达办公,办公用品,文件夹,393,134.62,52905.66,西北,杨洋,已完成
PO-2025-00623,2025-04-03,杭州精密五金,机械零件,齿轮,92,44.15,4061.8,西南,陈静,已完成
PO-2025-00624,2025-02-07,重庆办公用品,办公用品,笔记本,446,14.36,6404.56,东北,周婷,已完成
PO-2025-00625,2025-07-02,北京信达办公,办公用品,订书机,44,48.5,2134.0,华南,周婷,已取消
PO-2025-00626,2025-06-12,上海自动化设备,电子元器件,连接器,345,48.2,16629.0,华中,李华,待审批
PO-2025-00627,2025-07-06,成都电气元件,电子元器件,传感器,178,143.96,25624.88,华中,王芳,已完成
PO-2025-00628,2025-11-25,广州包装制品,包装材料,标签纸,96,5.05,484.8,华南,刘强,处理中
PO-2025-00629,2025-08-25,武汉工具设备,工具耗材,电钻头,440,75.1,33044.0,西北,杨洋,待审批
PO-2025-00630,2025-11-07,成都电气元件,电子元器件,集成电路,406,74.25,30145.5,西南,李华,已完成
PO-2025-00631,2025-11-17,深圳精密机械制造,机械零件,螺栓,449,182.77,82063.73,西南,刘强,已完成
PO-2025-00632,2025-10-24,深圳精密机械制造,机械零件,弹簧,48,196.86,9449.28,东北,张明,处理中
PO-2025-00633,2025-10-04,武汉工具设备,工具耗材,测量尺,118,181.73,21444.14,西南,陈静,已完成
PO-2025-00634,2025-10-29,成都电气元件,电子元器件,连接器,406,39.08,15866.48,华北,刘强,待审批
PO-2025-00635,2025-09-15,西安包装材料,包装材料,缠绕膜,78,84.14,6562.92,西南,李华,已完成
PO-2025-00636,2025-03-13,长沙恒达电子科技,电子元器件,连接器,132,170.36,22487.52,东北,王芳,处理中
PO-2025-00637,2025-09-05,成都电气元件,电子元器件,电容器,101,132.76,13408.76,西南,王芳,处理中
PO-2025-00638,2025-04-30,广州包装制品,包装材料,纸箱,122,130.46,15916.12,华南,李华,已完成
PO-2025-00639,2025-08-21,长沙恒达电子科技,电子元器件,连接器,115,105.99,12188.85,东北,杨洋,已完成
PO-2025-00640,2025-05-15,长沙恒达电子科技,电子元器件,电阻器,342,68.19,23320.98,西北,陈静,处理中
PO-2025-00641,2025-12-01,南京化工材料,原材料,橡胶,301,43.57,13114.57,西北,赵磊,已完成
PO-2025-00642,2025-06-26,深圳精密机械制造,机械零件,导轨,138,86.22,11898.36,华南,赵磊,已完成
PO-2025-00643,2025-04-28,成都电气元件,电子元器件,传感器,464,141.24,65535.36,西南,王芳,已完成
PO-2025-00644,2025-11-05,深圳精密机械制造,机械零件,导轨,339,65.73,22282.47,华南,王芳,已完成
PO-2025-00645,2025-09-04,西安包装材料,包装材料,纸箱,348,43.93,15287.64,东北,杨洋,处理中
PO-2025-00646,2025-01-23,重庆办公用品,办公用品,笔,255,42.4,10812.0,华南,赵磊,已完成
PO-2025-00647,2025-03-17,上海自动化设备,电子元器件,继电器,313,34.6,10829.8,西北,张明,待审批
PO-2025-00648,2025-10-16,长沙恒达电子科技,电子元器件,电容器,142,184.88,26252.96,西南,赵磊,已完成
PO-2025-00649,2025-04-21,重庆办公用品,办公用品,A4纸,459,133.69,61363.71,西北,陈静,待审批
PO-2025-00650,2025-11-04,成都电气元件,电子元器件,继电器,251,200.24,50260.24,华南,刘强,处理中
PO-2025-00651,2025-12-18,上海自动化设备,电子元器件,继电器,430,146.93,63179.9,西南,陈静,已完成
PO-2025-00652,2025-02-25,广州包装制品,包装材料,标签纸,315,102.14,32174.1,华南,赵磊,已完成
PO-2025-00653,2025-11-07,长沙恒达电子科技,电子元器件,电容器,277,172.62,47815.74,西南,赵磊,处理中
PO-2025-00654,2025-09-30,深圳精密机械制造,机械零件,齿轮,253,198.89,50319.17,西南,张明,待审批
PO-2025-00655,2025-12-14,杭州精密五金,机械零件,轴承,57,106.96,6096.72,华南,张明,待审批
PO-2025-00656,2025-08-08,重庆办公用品,办公用品,笔,277,80.07,22179.39,东北,张明,已完成
PO-2025-00657,2025-05-11,苏州新材料科技,原材料,塑料颗粒,414,162.64,67332.96,华中,李华,已完成
PO-2025-00658,2025-01-03,成都电气元件,电子元器件,电容器,475,198.39,94235.25,华中,赵磊,已完成
PO-2025-00659,2025-07-12,西安包装材料,包装材料,珍珠棉,414,5.62,2326.68,西南,李华,已完成
PO-2025-00660,2025-08-07,重庆办公用品,办公用品,文件夹,362,148.89,53898.18,华北,杨洋,已完成
PO-2025-00661,2025-11-10,重庆办公用品,办公用品,笔记本,139,51.48,7155.72,西南,赵磊,已完成
PO-2025-00662,2025-10-14,北京信达办公,办公用品,订书机,213,137.0,29181.0,华北,周婷,已完成
PO-2025-00663,2025-07-23,杭州精密五金,机械零件,联轴器,139,213.58,29687.62,西南,杨洋,处理中
PO-2025-00664,2025-12-25,西安包装材料,包装材料,泡沫,447,152.63,68225.61,华东,刘强,已完成
PO-2025-00665,2025-11-11,上海自动化设备,电子元器件,电阻器,119,98.92,11771.48,东北,杨洋,处理中
PO-2025-00666,2025-03-16,西安包装材料,包装材料,珍珠棉,371,13.33,4945.43,华北,张明,处理中
PO-2025-00667,2025-11-08,成都电气元件,电子元器件,继电器,232,25.52,5920.64,华中,刘强,已完成
PO-2025-00668,2025-11-02,长沙恒达电子科技,电子元器件,连接器,206,186.48,38414.88,华北,陈静,处理中
PO-2025-00669,2025-09-23,长沙恒达电子科技,电子元器件,电容器,337,101.4,34171.8,华东,刘强,待审批
PO-2025-00670,2025-12-12,北京信达办公,办公用品,文件夹,27,142.08,3836.16,西南,刘强,已完成
PO-2025-00671,2025-07-24,长沙恒达电子科技,电子元器件,集成电路,132,132.73,17520.36,华南,李华,已取消
PO-2025-00672,2025-02-05,广州包装制品,包装材料,珍珠棉,212,71.45,15147.4,华南,张明,处理中
PO-2025-00673,2025-05-22,深圳精密机械制造,机械零件,导轨,155,161.26,24995.3,西南,杨洋,已完成
PO-2025-00674,2025-07-28,苏州新材料科技,原材料,橡胶,109,98.36,10721.24,华北,张明,已完成
PO-2025-00675,2025-09-20,杭州精密五金,机械零件,轴承,296,20.64,6109.44,华中,杨洋,待审批
PO-2025-00676,2025-10-16,北京信达办公,办公用品,笔记本,426,143.74,61233.24,华中,周婷,已取消
PO-2025-00677,2025-10-28,成都电气元件,电子元器件,电容器,397,81.92,32522.24,东北,周婷,已完成
PO-2025-00678,2025-04-28,长沙恒达电子科技,电子元器件,传感器,69,55.27,3813.63,华北,刘强,已完成
PO-2025-00679,2025-05-15,广州包装制品,包装材料,标签纸,499,62.78,31327.22,西南,张明,处理中
PO-2025-00680,2025-04-02,苏州新材料科技,原材料,铜线,57,86.93,4955.01,西北,杨洋,已完成
PO-2025-00681,2025-12-16,成都电气元件,电子元器件,集成电路,191,54.76,10459.16,西南,陈静,已完成
PO-2025-00682,2025-04-16,苏州新材料科技,原材料,塑料颗粒,387,46.13,17852.31,西北,刘强,待审批
PO-2025-00683,2025-02-24,苏州新材料科技,原材料,铝材,437,56.38,24638.06,西南,杨洋,已完成
PO-2025-00684,2025-10-05,深圳精密机械制造,机械零件,轴承,356,210.51,74941.56,华北,张明,处理中
PO-2025-00685,2025-09-19,长沙恒达电子科技,电子元器件,传感器,200,126.03,25206.0,华北,陈静,已完成
PO-2025-00686,2025-08-05,北京信达办公,办公用品,笔,123,136.15,16746.45,华南,张明,已完成
PO-2025-00687,2025-03-03,成都电气元件,电子元器件,继电器,26,118.43,3079.18,华北,王芳,已完成
PO-2025-00688,2025-07-14,西安包装材料,包装材料,封箱胶带,245,58.57,14349.65,华东,张明,已完成
PO-2025-00689,2025-05-15,南京化工材料,原材料,钢材,176,84.57,14884.32,东北,陈静,已完成
PO-2025-00690,2025-08-06,苏州新材料科技,原材料,铜线,251,201.51,50579.01,华中,杨洋,已完成
PO-2025-00691,2025-04-03,苏州新材料科技,原材料,塑料颗粒,368,159.26,58607.68,华中,赵磊,已完成
PO-2025-00692,2025-05-01,南京化工材料,原材料,铝材,304,155.43,47250.72,东北,李华,处理中
PO-2025-00693,2025-01-05,杭州精密五金,机械零件,联轴器,448,85.61,38353.28,华南,王芳,已完成
PO-2025-00694,2025-06-03,上海自动化设备,电子元器件,传感器,265,29.66,7859.9,东北,杨洋,处理中
PO-2025-00695,2025-01-31,北京信达办公,办公用品,笔记本,449,104.15,46763.35,华北,李华,已完成
PO-2025-00696,2025-05-14,苏州新材料科技,原材料,铜线,253,177.03,44788.59,华东,周婷,处理中
PO-2025-00697,2025-07-30,广州包装制品,包装材料,缠绕膜,296,96.65,28608.4,东北,陈静,已完成
PO-2025-00698,2025-11-29,深圳精密机械制造,机械零件,螺栓,454,151.27,68676.58,西南,刘强,已完成
PO-2025-00699,2025-09-19,重庆办公用品,办公用品,笔记本,99,180.3,17849.7,华中,杨洋,已完成
PO-2025-00700,2025-03-16,成都电气元件,电子元器件,连接器,238,205.25,48849.5,华北,陈静,已完成
PO-2025-00701,2025-02-06,上海自动化设备,电子元器件,连接器,423,176.77,74773.71,华北,赵磊,处理中
PO-2025-00702,2025-11-06,深圳精密机械制造,机械零件,齿轮,185,54.45,10073.25,华中,陈静,处理中
PO-2025-00703,2025-09-24,重庆办公用品,办公用品,笔,148,163.85,24249.8,东北,杨洋,处理中
PO-2025-00704,2025-12-05,成都电气元件,电子元器件,传感器,95,46.99,4464.05,华东,王芳,处理中
PO-2025-00705,2025-02-18,北京信达办公,办公用品,订书机,368,136.08,50077.44,华南,王芳,已完成
PO-2025-00706,2025-02-12,深圳精密机械制造,机械零件,联轴器,290,17.05,4944.5,东北,赵磊,已完成
PO-2025-00707,2025-05-07,深圳精密机械制造,机械零件,螺栓,326,38.81,12652.06,西北,赵磊,已完成
PO-2025-00708,2025-12-06,西安包装材料,包装材料,缠绕膜,236,111.9,26408.4,华南,王芳,已完成
PO-2025-00709,2025-03-11,广州包装制品,包装材料,缠绕膜,452,83.17,37592.84,东北,陈静,已完成
PO-2025-00710,2025-11-24,西安包装材料,包装材料,封箱胶带,100,105.79,10579.0,华北,赵磊,已完成
PO-2025-00711,2025-08-15,杭州精密五金,机械零件,螺栓,475,78.51,37292.25,西南,刘强,处理中
PO-2025-00712,2025-03-11,北京信达办公,办公用品,墨盒,221,50.1,11072.1,华中,张明,已完成
PO-2025-00713,2025-09-02,广州包装制品,包装材料,缠绕膜,250,92.94,23235.0,西北,周婷,待审批
PO-2025-00714,2025-10-08,北京信达办公,办公用品,A4纸,402,80.04,32176.08,华中,刘强,处理中
PO-2025-00715,2025-11-27,广州包装制品,包装材料,泡沫,220,150.47,33103.4,华北,赵磊,已完成
PO-2025-00716,2025-11-10,武汉工具设备,工具耗材,焊锡丝,122,56.28,6866.16,华北,刘强,已完成
PO-2025-00717,2025-02-05,西安包装材料,包装材料,珍珠棉,149,53.25,7934.25,西北,陈静,已完成
PO-2025-00718,2025-11-15,上海自动化设备,电子元器件,电容器,158,25.19,3980.02,华北,周婷,已完成
PO-2025-00719,2025-02-22,成都电气元件,电子元器件,电容器,174,10.1,1757.4,华东,张明,已完成
PO-2025-00720,2025-03-19,北京信达办公,办公用品,墨盒,74,130.02,9621.48,西北,张明,已完成
PO-2025-00721,2025-08-26,长沙恒达电子科技,电子元器件,传感器,121,71.67,8672.07,华中,周婷,已取消
PO-2025-00722,2025-07-20,西安包装材料,包装材料,纸箱,179,18.17,3252.43,东北,王芳,已完成
PO-2025-00723,2025-01-07,深圳精密机械制造,机械零件,导轨,250,44.45,11112.5,东北,陈静,处理中
PO-2025-00724,2025-01-18,深圳精密机械制造,机械零件,弹簧,137,88.04,12061.48,华北,刘强,处理中
PO-2025-00725,2025-12-15,苏州新材料科技,原材料,塑料颗粒,386,163.11,62960.46,西南,刘强,已完成
PO-2025-00726,2025-11-23,北京信达办公,办公用品,墨盒,91,114.92,10457.72,华东,李华,已完成
PO-2025-00727,2025-05-01,北京信达办公,办公用品,文件夹,194,160.26,31090.44,东北,刘强,已取消
PO-2025-00728,2025-07-22,重庆办公用品,办公用品,笔,176,7.3,1284.8,东北,陈静,已完成
PO-2025-00729,2025-03-21,苏州新材料科技,原材料,钢材,31,124.23,3851.13,西北,周婷,已完成
PO-2025-00730,2025-11-17,广州包装制品,包装材料,纸箱,137,30.39,4163.43,华东,杨洋,待审批
PO-2025-00731,2025-04-30,长沙恒达电子科技,电子元器件,电阻器,192,130.69,25092.48,西北,李华,已完成
PO-2025-00732,2025-01-11,广州包装制品,包装材料,封箱胶带,413,111.1,45884.3,华中,周婷,处理中
PO-2025-00733,2025-08-13,西安包装材料,包装材料,标签纸,193,128.71,24841.03,华中,张明,已完成
PO-2025-00734,2025-06-15,杭州精密五金,机械零件,螺栓,287,152.2,43681.4,华南,王芳,已完成
PO-2025-00735,2025-03-21,西安包装材料,包装材料,标签纸,150,153.29,22993.5,西南,王芳,已完成
PO-2025-00736,2025-11-23,成都电气元件,电子元器件,集成电路,429,64.81,27803.49,华中,周婷,已完成
PO-2025-00737,2025-05-03,杭州精密五金,机械零件,联轴器,385,44.47,17120.95,华东,杨洋,处理中
PO-2025-00738,2025-12-16,广州包装制品,包装材料,珍珠棉,42,113.36,4761.12,西南,赵磊,已完成
PO-2025-00739,2025-02-26,成都电气元件,电子元器件,继电器,88,143.22,12603.36,华中,赵磊,已完成
PO-2025-00740,2025-01-17,深圳精密机械制造,机械零件,导轨,347,19.8,6870.6,,王芳,已完成
PO-2025-00741,2025-09-27,苏州新材料科技,原材料,钢材,258,44.48,11475.84,华东,赵磊,已完成
PO-2025-00742,2025-02-06,南京化工材料,原材料,硅胶,312,61.5,19188.0,华中,刘强,已完成
PO-2025-00743,2025-11-24,长沙恒达电子科技,电子元器件,电容器,345,100.82,34782.9,东北,李华,已完成
